"name,age,street,city,state,zip,lng,lat"
"David Oconnell,19,5321 Robert Fall Suite 301,New Tamara,Hawaii,61055,49.129246,-3.9553705"
"Margaret Miller,56,52273 Kelley Turnpike,North Jeffrey,North Carolina,97684,123.414002,-34.715109"
"Brandon Palmer,59,44769 Dyer Tunnel Apt. 305,Robinsonville,Florida,70817,-8.867949,69.2571325"
"Timothy Martinez,64,17807 Huang Square Apt. 108,Lake Maurice,Vermont,80466,82.775917,-77.095664"
"Janet Austin,63,040 Peggy Divide Suite 202,Smithport,Rhode Island,38051,17.736901,1.020903"
"James Herring,75,00730 Cindy Point,Perezberg,Vermont,30747,36.223341,49.590170"
"Debra Anderson,69,0763 Charles Bypass Suite 022,North Zacharytown,Virginia,52377,170.183284,52.970890"
"Isabella Weaver,35,685 Rivera Underpass,North Garytown,Washington,13527,58.820050,45.3995405"
"Cynthia Johnson,80,42961 Mary Plaza,Lake Amyfort,Illinois,35714,-144.793231,-16.0198085"
"Jason Luna,49,67976 Wilson Club Apt. 835,Jennifermouth,North Dakota,08226,-133.442594,-17.7478075"
"Jeff Jackson,80,32994 Rosales Estates,Nicholasmouth,Wisconsin,39187,-92.993004,-46.637740"
"Cynthia Gillespie,55,835 Gibson Point,Josephport,Alabama,22273,-174.839335,23.8127635"
"Aaron Roberts,77,99671 Hernandez Lights,Evansburgh,Missouri,53806,-45.576069,-27.346119"
"Brandon Hawkins,37,90060 Sierra Creek,Turnerhaven,West Virginia,93380,-7.013278,23.606495"
"Christopher Johnson,50,5636 Nathan Mountain Apt. 000,Karafurt,Iowa,70515,-107.748202,-39.300092"
"Benjamin Thompson,70,23838 Matthew Greens,East Rodneyborough,Florida,35959,-51.494312,30.7056975"
"Joshua Brewer MD,75,014 Dodson Junction,Port Lisaburgh,Washington,09978,-108.372363,-72.6044345"
"Michael Townsend,75,661 Larry Locks,South Margaret,Hawaii,27573,103.355283,-24.193715"
"Jacob Hill,23,3750 Taylor Valley,Lauraburgh,New York,00798,43.856851,20.472384"
"Steven Blake,69,0363 Mueller Creek,Kennedybury,Oklahoma,01149,173.221970,59.1612955"
"Timothy Hoover,20,4088 Christine Valleys,South Gregoryshire,West Virginia,17342,5.247221,-28.193011"
"Taylor Hudson,35,5372 Lynch Camp,Cooperstad,Ohio,11087,-36.622514,2.4459635"
"Nichole Hart,49,8993 Warner Manor,South Catherine,Nevada,97324,10.696921,83.242716"
"Anthony Holt,43,079 Williams Ranch Suite 894,Markmouth,New Mexico,20067,-64.617207,8.7787485"
"William May,71,5392 Kelly Fords,Gardnershire,South Dakota,78406,52.408585,38.376494"
"Joyce Sullivan,31,40294 Carson Rapids Suite 930,New Leslieton,Kansas,81575,121.286812,-25.942306"
"Joseph Best,54,040 Christian Via Apt. 726,Jeffreymouth,Georgia,21636,-106.782806,48.712006"
"Jacob Wise,31,5943 Bradley Mission Suite 013,Melissamouth,Georgia,67446,96.344346,-71.8820215"
"Joann Pena,76,0044 Kimberly Vista,East Danielfort,Arizona,84868,-102.590848,-21.7452065"
"Brianna Coleman,80,317 Eric Path Suite 024,North Loriside,South Carolina,22709,129.370129,55.4095695"
"Dylan Mccoy,40,551 Sharon Shore,Murphyfurt,Florida,34765,13.703056,21.867790"
"Joseph Mcdowell,37,594 Stanley Groves Apt. 288,North Lisa,Kansas,54275,-139.563781,-84.8513395"
"Sarah Shannon,58,9084 Romero Fords Suite 761,Hopkinstown,Minnesota,16628,170.832263,-76.894852"
"Sarah Ward,24,1131 John Crescent,North Brian,Illinois,54168,114.044971,-38.107425"
"Shannon Gibson,71,071 Diane Rapid,North Andrewberg,Minnesota,07735,22.842496,27.820045"
"Victor Cox,77,07585 Richard Mountains,West George,Illinois,18557,111.861146,68.849282"
"Philip Cox,60,657 Darryl Road Suite 676,Walterport,Kentucky,20628,-21.243464,-16.294680"
"Glenda Erickson,80,00426 David Route Suite 612,North Dawnview,Colorado,94204,-156.608506,-60.632080"
"Angela Fernandez,47,919 Bennett Place,North Madisonview,Indiana,95757,-1.140748,-45.1732685"
"Jason Hamilton,73,28382 Wendy Parkways Apt. 643,Cruzfort,Tennessee,33924,6.801729,-83.6846315"
"Kevin Allen,59,9530 Brown Plaza,Gonzalezbury,Alaska,01534,89.901896,44.027232"
"Jonathan Hartman,31,88033 Jackson Parkway Apt. 193,West Amy,Maryland,78574,-1.998401,21.8678095"
"Pamela Holder,62,988 Holder Harbor Suite 760,Figueroaside,New Hampshire,62749,-134.427269,14.907362"
"Shelby Webster,60,88710 Betty Plains,Lake Michael,New Jersey,93961,139.872958,-39.595123"
"Sherri Peterson,56,126 Owens Dale Suite 540,Port Jason,Oregon,67260,-4.571681,-68.6102985"
"Brandon Combs,74,0588 Michael Lodge,Williamburgh,Idaho,59167,-166.023629,64.6366475"
"Jonathan Hanna,47,954 Allison Streets,Vanessaport,West Virginia,91106,-132.917130,47.496414"
"Angel Medina,49,634 Kevin Summit,South Joe,Connecticut,25366,-71.100512,9.194297"
"Sean Lopez,56,3128 John Rapids,Jeffreybury,Mississippi,84028,142.420609,-4.833120"
"Leslie Thompson,38,69281 Hancock Ridge Apt. 772,Garyview,Massachusetts,85560,149.620817,-21.6234365"
"Daniel Fitzgerald,26,6692 Riley Rapid Apt. 262,Lambertmouth,Oregon,86530,64.715178,27.6678285"
"Lisa Stevens,45,0317 Valerie Plain Apt. 850,South Angela,Ohio,00716,7.513890,77.4430185"
"Amber Wright,77,3487 Whitney Corners Apt. 998,Sarafurt,Idaho,90047,-172.709546,30.8586415"
"Susan Williams,28,0600 Smith Ranch Suite 133,Yorkside,Wisconsin,27905,-69.176281,70.0029595"
"Alexander Fuentes,30,413 Ariel Walk Suite 441,South Christophershire,Michigan,23489,-131.022340,-69.4647755"
"Anthony Kirby,78,77541 Laura Brook Apt. 345,East Daniel,Massachusetts,74993,152.879162,59.0286885"
"Marcus Howell,68,367 Alex Points Suite 229,Abigailville,New York,80877,-36.162370,34.765738"
"Jillian Hartman,24,85670 Washington Ferry Apt. 567,Lake Angela,Illinois,44193,-158.352784,-84.541418"
"Tyler Sanders,47,45042 Kenneth Mount,West Cynthia,California,72370,40.125516,28.8372035"
"Rachel Holmes,49,5977 Ramos Overpass Suite 341,Scottchester,Arizona,40294,-179.960193,40.0067805"
"Theresa Wood,65,51712 Courtney Club,North Christinamouth,Indiana,53105,173.685002,-54.1203115"
"Nicole Nielsen,69,0122 Scott Islands Apt. 004,Johnton,Maryland,95475,64.182402,14.5026915"
"Jerry Bell,78,4222 Stephen Forest,Wheelerport,North Carolina,25091,-134.678639,-85.811427"
"Jason Rodriguez,59,0208 Perkins Heights,Franciscomouth,Rhode Island,63261,35.261137,86.814987"
"Andrea Hayes,58,70916 Beverly Trail Apt. 740,South Jacobmouth,Tennessee,17320,70.263473,63.993380"
"Ryan Carey,43,7897 Cindy Mills Suite 761,Jamesstad,Oklahoma,60873,104.359177,-34.937149"
"Jerry Sanchez,48,999 Abbott Brooks Suite 555,New Debra,Pennsylvania,01417,-15.230562,-68.0618465"
"Kelly Nguyen,70,6214 Morrison Shoals,Phillipsberg,Mississippi,19796,138.537874,-71.155997"
"Gina Schwartz,27,2217 Lee Station Apt. 063,Patrickport,Florida,29262,46.209912,12.866821"
"Jeffrey Brewer,66,1267 Evans Estates Apt. 968,North Johnstad,Alaska,48006,56.643768,40.469936"
"Susan Fletcher,79,5892 Miller Coves,Seanton,Alaska,93633,118.921029,-73.628821"
"Elizabeth Miller,78,10338 Diaz Mountain Apt. 799,Caldwellview,Florida,89490,179.866834,18.4360825"
"Amber Brooks,77,7062 Brenda Mountains Apt. 240,Ronaldton,Texas,51682,1.685451,14.958756"
"Ashley Joseph,24,692 Allen Oval Apt. 000,Vazqueztown,South Carolina,55498,124.848853,62.793804"
"Jason Hartman,39,559 Daniel Way,North Brandiborough,Delaware,73714,-86.989872,46.728865"
"Sandra Jacobson,20,673 Stevens Avenue,Sherriview,Arkansas,24522,-137.794228,-31.0637435"
"Angela Becker,72,98636 Hansen Orchard Suite 873,Patrickchester,South Carolina,16258,117.810073,-42.732064"
"Jonathan Dickson,41,897 Anderson Prairie,South Adamchester,Virginia,70881,95.639225,66.954486"
"Diane Wilson,40,4603 Alison Mission,Port Zachary,North Dakota,04677,147.685191,33.2207215"
"William Pruitt,33,31641 Raymond River,North Andrewberg,New Hampshire,56233,67.727054,-61.670254"
"Yolanda Cervantes,49,38299 Carlos Mills Suite 130,West Jeremy,Montana,24073,-63.836502,86.271473"
"Adrian Davis,24,8010 Morales Vista,Mckayland,Kentucky,93874,-106.104876,-88.759573"
"Elizabeth Marshall,78,49305 Pham Lane,East Jasonshire,Washington,68056,81.237522,20.6552045"
"Jeremy Sanders,55,60335 Robinson Stream Suite 225,South Brianfurt,New York,22154,-125.180219,-26.4533805"
"Christina Benjamin,69,0354 Fitzpatrick Viaduct,Jarviston,Virginia,85931,-91.680827,29.6118135"
"Eric Chavez,29,4947 Melissa Run Apt. 427,New Joann,Maine,33969,56.390232,-38.919759"
"Rachael Hancock,36,3744 Peter Ramp Suite 423,New Sallyton,Pennsylvania,64438,67.012438,-75.580974"
"Amanda Carter,48,2869 Williams Way Suite 840,Port Jeffrey,Arkansas,35118,-122.971788,44.094293"
"Melinda Wilson,47,331 Waters Cliff,Cindymouth,Wyoming,48805,-34.668790,-67.9088365"
"Jessica Mullins,18,728 Horn Tunnel Apt. 751,East Angelamouth,Nevada,53418,153.802359,11.569124"
"John Weeks DDS,65,770 Jones Fall,Malonechester,Arizona,39127,-137.059474,12.3405545"
"Tina Cabrera,50,144 Turner Plain,Angelaside,Maine,05091,97.794116,-2.743482"
"Sarah Odom,29,609 Melissa Estate,Andersonfurt,Kentucky,62486,60.523982,5.6488605"
"Juan Jones,61,9655 Pierce Views,Port Brianashire,Mississippi,24234,2.087976,-12.494897"
"Andrew Brown,76,74852 Paul Greens Apt. 039,Estradaberg,Oregon,32333,123.875736,2.0849685"
"Seth Duncan,55,5279 Jones Center,Port Amandaberg,South Dakota,75366,-110.466408,-6.949841"
"Lindsay Barrett,35,9376 Taylor Roads Suite 322,New Brenda,South Carolina,78519,1.992856,-76.559077"
"Renee Rogers,68,671 Williams Mill,West Nicole,New Jersey,83536,-100.431191,-13.566425"
"Jack Webster,23,762 Travis Spurs Apt. 131,Brianfurt,Hawaii,85884,54.407152,58.4098435"
"Jonathan Mcmahon,66,0416 Jenna Lake Apt. 874,Fryeborough,Illinois,99527,-155.866984,51.577612"
"Zachary Lewis,49,727 Mary Pines Suite 377,Lake Emilyport,Oklahoma,32202,-148.137311,-46.010143"
"John Rodriguez,35,52633 Smith Crossroad Suite 734,Lake Robertfort,Florida,58281,16.331756,21.437600"
"Amy Knight,46,2623 Andrew Loop,Lake Kyleville,Connecticut,87529,-112.877927,18.394125"
"Jeremy Tucker,22,9717 Rasmussen Village,West John,Alaska,19851,-82.864801,63.478308"
"Frederick Stewart,55,74295 Nicole Viaduct,Connieville,Minnesota,92339,170.809505,31.186886"
"Joe Henderson,76,4668 Jennifer Circles,New Courtney,Louisiana,76825,-28.850859,-28.8298605"
"Christopher Burton,74,0326 Tammy Rue,Christopherfort,Georgia,24003,164.590264,31.038026"
"Aaron Richardson,74,5896 Tiffany Throughway Apt. 793,Thomasburgh,Florida,18987,97.223213,57.1216295"
"Scott Benson,72,276 Simmons Lights Suite 193,Aprilchester,Washington,87309,168.284956,-89.4997625"
"Mrs. Jennifer Washington,79,16858 Charles Plain Apt. 786,Danielport,New York,22472,-6.228846,22.7602015"
"Jesse Torres,29,94451 Gabriel Mountains,South Susan,Indiana,60264,128.009050,-41.8145335"
"Daniel Green,77,45298 Morrison Glen Suite 337,Christopherbury,New York,09846,85.914076,86.263511"
"Nancy Clark,20,067 Conrad View,South James,Montana,94970,20.539604,74.346510"
"Rebecca Long,39,13128 Bryant Groves Suite 580,Morrowbury,Nebraska,72980,74.313884,-54.4821545"
"William Juarez,66,6796 Lisa Extensions,West Jeffrey,California,12836,-22.105113,31.403929"
"Leslie Salazar,38,4513 Chavez Corner,Howardshire,South Dakota,01049,-87.499941,61.1270355"
"Terry Beck,29,4194 Adam Radial,South Vanessastad,Louisiana,58974,113.066727,-70.1635945"
"Sherry Lucas,60,6043 Amber Union Suite 728,North Shawn,Alabama,54765,-94.277400,6.2207785"
"David Key,64,6522 Samuel Road,Adrianmouth,North Dakota,60404,29.639706,-50.6874485"
"Meagan Glover,54,184 Andrea Burg Apt. 273,East Michelle,Kansas,46213,23.090019,71.7489225"
"Pamela Clark,79,86221 Kim Lodge,East Anthony,Kentucky,20701,-165.410466,-57.4273085"
"Justin Singleton,49,56414 Robert Springs,Lake Michaelfurt,Indiana,58792,32.895091,46.3240625"
"Albert Smith,39,945 Morgan Extensions Apt. 239,Matthewport,Arkansas,60504,-30.065428,-36.234910"
"Steven Smith,44,634 Taylor Fort,East Jeremyton,West Virginia,36187,138.281361,25.6287955"
"Nicole Jones,29,669 Moore Mission Suite 382,Port Mirandaport,Washington,98133,-138.791392,71.982306"
"Anthony Myers,79,57555 Mary Pines,Gallagherfort,Illinois,43762,162.837655,-71.179481"
"Spencer Garcia,31,0905 Karen Crossroad Suite 848,Aarontown,Utah,38422,155.170355,58.098500"
"Allen Johnson,70,8241 Matthews Bypass Suite 107,Hawkinsland,Alaska,18490,125.568120,-32.7263935"
"Robert Trujillo,42,35080 Marcus Mills,Hermanhaven,Indiana,99231,-60.712449,71.442643"
"Elizabeth Adkins,50,437 Aguilar Estates,Raymondmouth,New Mexico,94582,21.704310,-80.733263"
"Katherine Harris MD,18,72011 Mccarthy Spring,Jillfort,North Dakota,64301,-177.797793,-13.883226"
"Brent Grimes,57,4902 Jonathan Islands Apt. 212,Lake Robinville,Connecticut,95844,-0.434280,-35.812075"
"Jeanette Maldonado,34,548 Gonzalez Square,Smithchester,Washington,44488,-113.894149,5.4600185"
"Danny Porter,42,58164 Williams Loaf Suite 915,Port Sara,Idaho,07257,167.348470,-87.0745095"
"Chad Diaz,38,434 Brown Courts Apt. 031,Lake Brookeview,Michigan,53671,95.046677,-45.214876"
"Melissa Reyes,33,5289 Monique Rue,Desireetown,Wisconsin,71765,-82.384232,51.392937"
"James Lozano,49,48613 Yoder Centers Apt. 935,Lake Nicole,Arkansas,60689,145.152949,73.9949835"
"Brittany Ochoa,44,127 Mario Ford Suite 591,New Carolview,North Carolina,06603,177.044694,55.854294"
"Sean Vaughan,65,4091 Porter Unions Suite 469,New Jessicaview,Colorado,02471,101.109674,7.512026"
"Kyle Ellis,76,2119 House Cliffs Apt. 218,Teresatown,Ohio,52946,33.917552,-43.167843"
"Lauren Chambers,46,26183 Johnson Bypass Suite 269,Kimberlychester,Delaware,39930,11.557542,16.086318"
"Jeffrey Braun,80,572 David Oval Apt. 806,Jenniferton,Colorado,92494,-4.035476,-0.764672"
"Scott Carroll,54,333 Boyle Alley Suite 026,Colemanfort,West Virginia,58940,-164.183709,75.551076"
"Hector Vance,20,723 Jones Bypass,Lake Jeff,Nevada,85063,-100.270804,78.0724645"
"Anthony Gross,61,57534 Margaret Manor Apt. 038,South William,Ohio,26334,120.010177,-53.542614"
"Michael Turner,77,55567 Walton Island,East Ashleytown,Minnesota,88660,-10.875627,9.211059"
"Angela Bennett,27,35257 Melendez Trail Apt. 238,South Jillberg,Delaware,95734,112.867342,-40.282882"
"Sheryl Rivera,56,89366 Randy Village Suite 406,North Cameron,Maine,79315,168.295143,30.7014505"
"Miss Heather Hernandez DVM,64,3390 Trevor Ridges,Russoburgh,Michigan,87345,-53.985925,21.484463"
"Shelley Snow,38,22316 Lyons Square,New Anthony,South Dakota,93000,63.951978,-41.680961"
"Matthew Coleman,80,274 Thornton Lakes Apt. 974,Lisafurt,Massachusetts,17470,122.663276,45.837051"
"Leroy Shaffer,19,82112 Maddox Walk Apt. 609,Coreyhaven,Colorado,06223,-147.036427,-29.481020"
"Brian Conley,69,6088 Walton Circles Apt. 244,Lake Ryan,Washington,42136,26.191703,82.4781455"
"Danielle Mckay,76,9839 Mullins Vista Apt. 907,New Gregory,North Dakota,21444,96.370373,-37.979199"
"Bradley Fry,41,98943 Matthew Harbors Suite 115,North Barbaraton,Delaware,71530,109.176774,48.4368095"
"Stephen Carter,78,208 Wiley Parks Suite 294,Alexisfurt,South Dakota,88482,36.722704,31.771575"
"Bryan Jenkins,69,49812 Tammy Stravenue Apt. 299,Johnsonland,Nebraska,88732,117.731374,-49.3826975"
"Katherine Anthony,71,094 John Estate Apt. 728,Port Chadhaven,Alaska,10330,-20.893690,28.434804"
"Katherine Hopkins,54,35493 Kelley Greens Apt. 622,Tylerland,Ohio,58320,-24.761291,43.0733135"
"Richard Carter,48,8308 Sarah Land,Sherrybury,Massachusetts,61132,22.387153,-62.348487"
"Kristy Serrano,76,78287 Judy Expressway Apt. 635,Sarahhaven,West Virginia,37615,-40.744022,83.1937775"
"Michael Day,51,8261 Doyle Manor Suite 565,Williamport,Louisiana,80754,-10.091332,-38.934962"
"Albert Mejia,43,6217 Alvarado Dale Apt. 789,Christopherstad,New York,88306,119.519678,88.6783595"
"Melissa Green,21,17884 Griffin Tunnel Suite 695,East Lisa,Maine,87662,31.767995,5.969713"
"Andrew Hull,74,33789 Miller Trail Apt. 404,Mannborough,Kansas,99571,178.688625,-4.3936035"
"Ryan Young,19,7233 Nichole Squares Apt. 148,Chavezbury,New Jersey,50897,-118.392998,46.516608"
"Christopher Hernandez,34,9564 Zimmerman Roads Apt. 293,Reevesborough,Kansas,92915,52.749383,71.321933"
"Crystal Richardson,26,2248 Andrew Isle,New Andrew,Delaware,23830,31.065023,-30.0077495"
"Alexander Martin,47,68958 Zachary Cape,Hodgesberg,Nevada,26201,160.779762,-89.5215275"
"Brooke Ruiz,35,07708 Martin Manors Suite 961,Marthaport,Hawaii,58417,-165.184685,5.6557035"
"Michael Farley,26,7268 Michael Fields,Salazarfurt,Ohio,90522,-151.906180,30.0562485"
"Samantha Barber,71,596 Baxter Estates,Duncanmouth,Arizona,45266,-153.872488,82.9611925"
"Amy Brennan,22,7383 Nichols Underpass Apt. 182,Ninaport,Virginia,48831,-41.111903,32.391217"
"Nicole Robles,28,185 Bell Meadow,Hillton,Oregon,58393,-117.778916,-25.513640"
"Alexander Banks,41,26394 Lauren Groves,West Pamela,Mississippi,19553,15.557574,-27.260311"
"Julia Cobb,23,001 Kristen Prairie,North Danielburgh,New York,57868,-71.341781,-7.4357205"
"Kayla Kelley,60,06789 Kimberly Plain,Port Cory,Alaska,05899,-61.071218,-75.4359505"
"Timothy Meyer,75,63854 Logan Manors,Stoutside,California,44660,-30.249523,14.553769"
"Joshua Chang,56,8262 Thompson Manor Apt. 680,Lake Christopher,Alaska,15235,-28.036717,55.9277465"
"Jacqueline Walker,37,803 Hughes Extensions,Amandachester,South Carolina,14116,12.672745,-78.279445"
"Michelle Moss,54,381 Frank Drive,Murphyfurt,New Mexico,63957,95.900783,-14.110886"
"Melanie Bowen,79,285 Tonya Causeway,Karenmouth,Idaho,25507,-150.336040,39.9423255"
"Whitney Roberts,78,4402 Sierra Ways,East Feliciastad,Alabama,66648,-117.721705,26.725108"
"Ryan Howard,33,224 Andrea Terrace,South Patrick,New York,57462,-7.856931,33.6037985"
"David Sherman,50,3844 Thomas Roads Apt. 045,North Steven,Iowa,48508,-124.381774,80.019558"
"James Graham,25,0791 Martin Island Apt. 664,Danielhaven,Mississippi,57924,65.869787,-47.002364"
"Sheryl Baldwin,56,375 Danielle Trail,Carlastad,North Carolina,20285,170.442181,-9.550787"
"Robert Park,35,735 Jackson Pines,Port Charleneberg,South Carolina,82494,-110.190757,-43.018644"
"Ryan Williams,59,4825 Evans Street Suite 472,South William,Minnesota,79669,-175.073900,48.413619"
"Alexander Johnson,53,61240 Morgan Brooks Apt. 967,Whiteton,Alaska,49460,117.873095,-52.3237215"
"Cynthia Cruz,68,412 Benson Ramp,Stanleybury,North Dakota,82813,-171.008063,80.910129"
"Michele Smith,36,97223 Garcia Springs Suite 840,Lake Courtney,Hawaii,92689,161.095704,-76.1267555"
"Adam Conway,47,84754 Brown Mountains,Darrenfort,Hawaii,23188,101.518420,35.2116185"
"Bradley Sanchez,40,7689 Lucas Ports,Whiteport,South Dakota,81112,-92.194752,23.1489685"
"Seth Bender,36,322 Berry Ville,Smithmouth,North Carolina,82170,-115.004050,81.610169"
"Andrew Robinson,49,0179 Eduardo Rest,Leeland,Maine,66502,64.213856,-75.882379"
"David Banks,75,342 Melinda Junctions,Scottshire,California,60021,-39.733467,84.5373515"
"Stephen Bright,52,9961 Lucas Villages,South Elizabeth,Michigan,90530,-57.389873,-36.561866"
"Nicole White,61,360 Stanley Gateway Suite 869,Mooremouth,North Dakota,17271,140.965581,71.144617"
"Dakota Garcia,39,390 Jacobson Union Apt. 487,Hunterville,Utah,27201,-107.619171,54.7163355"
